Product title,Product vendor,Product type,Net items sold,Gross sales,Discounts,Returns,Net sales,Taxes,Total sales
The Clumsy Crocodile,Felicity Everett;,Book,1,15,0,0,15,0.75,15.75
Human Traces,"Faulks, Sebastian;",Book,1,20,0,0,20,1,21
La disparition - Hardcover,Fabien Vehlmann; Bruno Gazzotti;,Book,1,25,0,0,25,1.25,26.25
Grumpy Emy,Evisa Simpson;,Book,1,35,0,0,35,1.75,36.75
The Finisher,Evermore; Runyx;,Book,1,20,0,0,20,1,21
Y/N: A novel,Esther Yi,Book,1,30,0,0,30,1.5,31.5
Fiesta,Ernest Hemingway;,Book,1,16,0,0,16,0.8,16.8
Robert Ludlum's The Bourne Legacy,Eric Van Lustbader,Book,1,15,0,0,15,0.75,15.75
Love from the Very Hungry Caterpillar,Eric Carle,Book,1,13,0,0,13,0.65,13.65
Artemis Fowl and the Lost Colony,Eoin Colfer;,Book,1,20,0,0,20,1,21
Artemis Fowl The Last Guardian,Eoin Colfer;,Book,1,20,0,0,20,1,21
Artemis Fowl The Opal Deception,Eoin Colfer;,Book,1,20,0,0,20,1,21
Artemis Fowl and the Atlantis Complex,Eoin Colfer,Book,1,21,0,0,21,1.05,22.05
Five Get Into a Fix (The Famous Five #17),Enid Blyton;,Book,1,16,0,0,16,0.8,16.8
Five Go to Smuggler's Top,Enid Blyton;,Book,1,10,0,0,10,0.5,10.5
Five Go to Smuggler's Top(The Famous Five #4),Enid Blyton;,Book,1,16,0,0,16,0.8,16.8
"Hanni & Nanni, Band 01 (Hardcover)",Enid Blyton;,Book,1,15,0,0,15,0.75,15.75
"Hanni & Nanni, Band 02 (Hardcover)",Enid Blyton;,Book,1,15,0,0,15,0.75,15.75
Hanni und Nanni Sammelband 2. (Hardcover),Enid Blyton;,Book,1,20,0,0,20,1,21
"Hanni und Nanni, Band 37- [Hardcover]",Enid Blyton;,Book,1,15,0,0,15,0.75,15.75
"Malory Towers, Collection 1",Enid Blyton;,Book,1,21,0,0,21,1.05,22.05
Five on a Treasure Island,Enid Blyton,Book,1,15,0,0,15,0.75,15.75
Beach Read,Emily Henry;,Book,1,28,0,0,28,1.4,29.4
Happy Place,Emily Henry;,Book,1,20,0,0,20,1,21
Chestnut Springs #3:Powerless,Elsie Silver;,Book,2,82,0,0,82,4.1,86.1
Wild Eyes: Rose Hill #2,Elsie Silver;,Book,1,20,0,0,20,1,21
Wild Love,Elsie Silver;,Book,1,39.8,0,0,39.8,1.99,41.79
The Chalk Pit,Elly Griffiths;,Book,1,25,0,0,25,1.25,26.25
The Lantern Men,Elly Griffiths;,Book,1,22,0,0,22,1.1,23.1
Writing for Business,Ellen Jovin;,Book,1,18,0,0,18,0.9,18.9
My Name is Lucy Barton- [Hardcover],Elizabeth Strout;,Book,1,30,0,0,30,1.5,31.5
Queen's Gambit - Hardcover,Elizabeth Fremantle;,Book,1,30,0,0,30,1.5,31.5
The Book of Secrets,Elizabeth Arnold;,Book,1,25,0,0,25,1.25,26.25
The Island of Missing Trees,Elif Shafak,Book,2,56,0,0,56,2.8,58.8
Troubling Love,Elena Ferrante;,Book,1,20,0,0,20,1,21
The Spanish Love Deception,Elena Armas;,Book,1,20,0,0,20,1,21
"One Piece, Vol. 104",Eiichiro Oda;,Book,1,24,0,0,24,1.2,25.2
Ethan Frome,Edith Wharton;,Book,1,20,0,0,20,1,21
Pompeii...Buried Alive!,Edith Kunhardt;,Book,1,13,0,0,13,0.65,13.65
The Power of Now,Eckhart Tolle;,Book,1,30,0,0,30,1.5,31.5
Full Moon Stories - Hardcover,Eagle Walking Turtle,Book,1,15,0,0,15,0.75,15.75
Family of Liars,E. Lockhart;,Book,1,19,-0.57,0,18.43,0.92,19.35
We Were Liars,E. Lockhart,Book,1,15,0,0,15,0.75,15.75
Love From The Crayons - Hardcover,Drew Daywalt;,Book,1,22.99,-1.06,0,21.93,1.1,23.03
Batman's Missions,Dorling Kindersley Publishing Staff; Beth Davies;,Book,1,18,-1.58,0,16.42,0.82,17.24
The Little Friend,Donna Tartt,Book,1,16,0,0,16,0.8,16.8
Why We Want You to Be Rich,Donald Trump; Robert T. Kiyosaki;,Book,1,20,0,0,20,1,21
The Gentlemen's Hour,Don Winslow;,Book,1,20,0,0,20,1,21
"Poetry Foundation , January 2020",Don Share (Editor),Book,1,15,0,0,15,0.75,15.75
"Poetry Foundation , May 2020",Don Share (Editor),Book,1,15,0,0,15,0.75,15.75
Archie,Domenica More Gordon,Book,1,18,0,0,18,0.9,18.9
"Millennium Family Encyclopedia( A to C, Cities)- Hardcover",DK; Jayne Parsons,Book,1,25,0,0,25,1.25,26.25
The Math Book,DK;,Book,1,39,0,0,39,1.95,40.95
Sleeping Beauty - [Hardcover],Disney;Magical Storybook Library,Book,1,14,0,0,14,0.7,14.7
The Warrior Elite,Dick Couch;,Book,1,21,0,0,21,1.05,22.05
Williams-Sonoma Collection: Soup,Diane Rossen Worthington;,Book,1,33,0,0,33,1.65,34.65
Hazel Raids the Farm- (Hardcover),Diane Redmond,Book,1,20,0,0,20,1,21
I Will Find You,Detective Lieutenant Joe Kenda;,Book,1,15,0,0,15,0.75,15.75
Djinn Patrol on the Purple Line,Deepa Anappara;,Book,1,18,0,0,18,0.9,18.9
Word Myths - Hardcover,David Wilton;,Book,1,10,0,0,10,0.5,10.5
Ratburger,David Walliams;,Book,1,25,0,0,25,1.25,26.25
The World's Worst Children,David Walliams;,Book,1,25,0,0,25,1.25,26.25
The World's Worst Children 2 - Hardcover,David Walliams;,Book,1,22.99,-0.68,0,22.31,1.12,23.43
The World's Worst Children 3,David Walliams;,Book,1,51.25,-26.25,-25,0,0,0
Demon Dentist,David Walliams,Book,2,50,0,0,50,2.5,52.5
Letting Go,"David R. Hawkins, M.D., Ph.D.;",Book,1,30,0,0,30,1.5,31.5
Danger is Everywhere: A Handbook for Avoiding Danger,David O'Doherty;,Book,1,25,0,0,25,1.25,26.25
Understanding Modern Warfare,David Jordan; James D. Kiras; David J. Lonsdale; Ian Speller; Christopher Tuck; C. Dale Walton;,Book,1,20,0,0,20,1,21
The Bipolar Disorder Survival Guide,David J. Miklowitz;,Book,1,25,0,0,25,1.25,26.25
Eat a Peach - HARDCOVER,David Chang; Gabe Ulla;,Book,1,33,0,0,33,1.65,34.65
Head Kid,David Baddiel;,Book,1,25,0,0,25,1.25,26.25
Skellig,David Almond;,Book,2,45,0,-15,30,1.5,31.5
Captain Underpants and the Tyrannical Retaliation of the Turbo Toilet 2000,Dav Pilkey,Book,1,10,0,0,10,0.5,10.5
Building Up the Personality 1: Apology,Dar Al Marefaa Bookshop,Book,1,10,-0.46,0,9.54,0.47,10.01
Building up the Personality 1: You First,Dar Al Marefaa Bookshop,Book,1,10,-0.46,0,9.54,0.47,10.01
The Quest - Hardcover,Daniel Yergin;,Book,1,35,0,0,35,1.75,36.75
Drive: The Surprising Truth About What Motivates Us,Daniel H. Pink,Book,1,25,0,0,25,1.25,26.25
Miss Suki Is Kooky!,Dan Gutman;,Book,1,13.99,-0.41,0,13.58,0.68,14.26
Ms. Beard Is Weird!,Dan Gutman;,Book,1,13,-0.39,0,12.61,0.63,13.24
My Weird School: Teamwork Trouble,Dan Gutman;,Book,1,20,-0.6,0,19.4,0.97,20.37
Mrs. Patty Is Batty!,Dan Gutman,Book,1,13.99,-0.41,0,13.58,0.68,14.26
Angels and Demons,Dan Brown;,Book,1,20,0,0,20,1,21
The Lost Symbol - Hardcover,Dan Brown,Book,1,15,0,0,15,0.75,15.75
Rainbow Magic: Jacinda the Peace Fairy,Daisy Meadows;,Book,1,10,0,0,10,0.5,10.5
The Giraffe and the Pelly and Me,"Dahl, Roald;",Book,1,16,-0.72,0,15.28,0.76,16.04
Esio Trot,"Dahl, Roald",Book,1,15,0,0,15,0.75,15.75
The Guide to Wine - Hardcover,Cyril Ray,Book,1,20,0,0,20,1,21
Harold and the Purple Crayon,Crockett Johnson;,Book,1,23,-1.06,0,21.94,1.09,23.03
How to Train Your Dragon,Cressida Cowell,Book,1,20,-0.9,0,19.1,0.95,20.05
How to Train Your Dragon: How to Break a Dragon's Heart,Cressida Cowell,Book,1,18,0,0,18,0.9,18.9
How to Twist a Dragon's Tale,Cressida Cowell,Book,1,13,0,0,13,0.65,13.65
The Leader in Me,"Covey, Dr Stephen R;",Book,0,28,0,-28,0,0,0
Collins Children's Picture Atlas,Collins Maps;,Book,1,21.99,-1,0,20.99,1.05,22.04
Collins Primary Dictionaries - Collins Primary Thesaurus,Collins Dictionaries;,Book,1,22,0,0,22,1.1,23.1
It Ends with Us,Colleen Hoover;,Book,1,16,0,0,16,0.8,16.8
Maybe Now,Colleen Hoover;,Book,1,36.8,0,0,36.8,1.84,38.64
Ugly Love,Colleen Hoover;,Book,1,25,0,0,25,1.25,26.25
It Starts with Us,Colleen Hoover,Book,1,22,0,0,22,1.1,23.1
Stuff Dutch People Eat- [Hardcover],Colleen Geske;,Book,1,18,0,0,18,0.9,18.9
Katie the Catsitter,Colleen AF Venable;,Book,1,28,0,0,28,1.4,29.4
Rumi: The Big Red Book,Coleman Barks;,Book,1,30,0,0,30,1.5,31.5
Jane Eyre,Clare West (Retold by) ; Charlotte Brontë ; Giorgio Bacchin (Illustrator);,Book,1,10,0,0,10,0.5,10.5
My Busy Day (Hardcover),Clare Hibbert;,Book,1,20,0,0,20,1,21
Attack of the Unsinkable Rubber Ducks,Christopher Brookmyre;,Book,1,25,0,0,25,1.25,26.25
Talking with Psychopaths and Savages: Mass Murderers and Spree Killers,Christopher Berry-Dee;,Book,1,28,0,0,28,1.4,29.4
Go Lean Vegan,Christine Bailey,Book,1,10,0,0,10,0.5,10.5
The Dead of Winter,Chris Priestley;,Book,-1,0,0,-15,-15,-0.75,-15.75
After Kathy Acker,Chris Kraus;,Book,1,18,0,0,18,0.9,18.9
The Land of Stories - Beyond the Kingdoms,Chris Colfer,Book,1,32,0,0,32,1.6,33.6
The Land of Stories 03: A Grimm Warning,Chris Colfer,Book,1,20,0,0,20,1,21
Redeeming 6,Chloe Walsh;,Book,1,25,0,0,25,1.25,26.25
Saving 6,Chloe Walsh;,Book,1,20,0,0,20,1,21
Taming 7,Chloe Walsh;,Book,1,20,0,0,20,1,21
The Power of Moments: Why Certain Experiences Have Extraordinary Impact,Chip Heath;,Book,1,48.8,0,0,48.8,2.44,51.24
We Should All be Feminists,Chimamanda Ngozi Adichie;,Book,1,15,0,0,15,0.75,15.75
Wild,Cheryl Strayed;,Book,1,15,0,0,15,0.75,15.75
Black Cake,Charmaine Wilkerson;,Book,1,33,0,0,33,1.65,34.65
Wild Dark Shore - Hardcover,Charlotte McConaghy;,Book,1,30,0,0,30,1.5,31.5
"The Boy, the Mole, the Fox and the Horse - Hardcover",Charlie Mackesy;,Book,1,30,0,0,30,1.5,31.5
Young Bond Silverfin,Charlie Higson,Book,1,20,0,0,20,1,21
Be Your Own Stockbroker,Charles Vintcent;,Book,1,28,0,0,28,1.4,29.4
The Power of Habit,Charles Duhigg;,Book,1,39,0,0,39,1.95,40.95
Oliver Twist,Charles Dickens;,Book,1,10,0,0,10,0.5,10.5
The Origin of Species,Charles Darwin,Book,1,19,0,0,19,0.95,19.95
Little Fires Everywhere,Celeste Ng;,Book,1,20,0,0,20,1,21
Is that you Wolf?.,Cats's Pyjamas books;,Book,1,25,0,0,25,1.25,26.25
Sundae Girl,Cathy Cassidy;,Book,1,18,0,0,18,0.9,18.9
"Bad Times, Big Crimes",Carolyn Keene;,Book,1,18,-0.54,0,17.46,0.87,18.33
Scruff Sheep,Caroline Jayne Church;,Book,1,18,0,0,18,0.9,18.9
Tell Me Lies,Carola Lovering;,Book,1,28,0,0,28,1.4,29.4
The Secret - Das Geheimnis (Hardcover),"Byrne, Rhonda;",Book,1,25,0,0,25,1.25,26.25
Flights of Poetry,By (author) Ronald Rowbottom,Book,1,23,0,0,23,1.15,24.15
Disney Pixar Inside Out Fear- (Hardcover),Brittany Candau;,Book,1,9.99,-0.45,0,9.54,0.48,10.02
The Vanishing Half,Brit Bennett;,Book,1,28,0,0,28,1.4,29.4
4 A.M. Breakthrough: Unconventional Writing Exercises That Transform Your Fiction,Brian Kiteley,Book,1,20,0,0,20,1,21
Skyward,Brandon Sanderson;,Book,1,25,0,0,25,1.25,26.25
Starsight,Brandon Sanderson;,Book,1,25,0,0,25,1.25,26.25
Dracula,Bram Stoker;,Book,1,15,0,0,15,0.75,15.75
Pike Place Public Market Cookbook,Braiden Rex-Johnson;,Book,1,20,0,0,20,1,21
Festive GIft Box- Kids Age 1-8,Bookends,Book,1,70,0,0,70,3.5,73.5
Festive GIft Box- Mystery,Bookends,Book,-1,0,0,-70,-70,-3.5,-73.5
Dark Matter - hardcover,Blake Crouch;,Book,1,25,0,0,25,1.25,26.25
What is Ramadan? An Activity Book,Bismillah Buddies,Book,1,38,0,0,38,1.9,39.9
"Baby Bear, Baby Bear, What Do You See?","Bill Martin, Jr.;",Book,1,20,0,0,20,1,21
The 80/20 CEO,Bill Canady;,Book,1,30,0,0,30,1.5,31.5
The Road Trip,Beth O'Leary;,Book,1,27,0,0,27,1.35,28.35
Dear Dumb Diary #8: It's Not My Fault I Know Everything,"Benton, Jim;",Book,1,13,-0.39,0,12.61,0.63,13.24
100 People who Made History - Hardcover,Ben Gilliland;,Book,1,20,0,0,20,1,21
Narwhal: Unicorn of the Sea! (A Narwhal and Jelly Book #1),Ben Clanton; Ben Clanton;,Book,1,18,0,0,18,0.9,18.9
Bedtime Stories,Belinda GALLAGHER;,Book,1,25,0,0,25,1.25,26.25
Snap,Belinda Bauer (author);,Book,1,21,0,0,21,1.05,22.05
Blacklands,Belinda Bauer,Book,1,20,0,0,20,1,21
Crescendo,Becca Fitzpatrick;,Book,1,20,0,0,20,1,21
"Hush, Hush",Becca Fitzpatrick;,Book,1,25,0,0,25,1.25,26.25
Cavendon Hall- (Hardcover),Barbara Taylor Bradford,Book,1,22,0,0,22,1.1,23.1
Apes and Monkeys,Barbara Taylor,Book,-1,0,0,-7,-7,-0.35,-7.35
Junie B. Jones Smells Something Fishy,Barbara Parks;,Book,1,13,0,0,13,0.65,13.65
"Junie B. Jones Is a Graduation Girl (Junie B. Jones, No. 17)",Barbara Park; Denise Brunkus;,Book,1,10,0,0,10,0.5,10.5
"Junie B., First Grader",Barbara Park; Barbara Park;,Book,1,13,0,0,13,0.65,13.65
Junie B. Jones and the Stupid Smelly Bus,Barbara Park;,Book,1,10,0,0,10,0.5,10.5
Junie B. Jones and the Yucky Blucky Fruitcake,Barbara Park;,Book,1,13,0,0,13,0.65,13.65
Junie B. Jones Has a Peep in Her Pocket,Barbara Park;,Book,1,13,0,0,13,0.65,13.65
Junie B. Jones Is Captain Field Day,Barbara Park;,Book,1,10,0,0,10,0.5,10.5
Junie B. Jones is (almost) a Flower Girl,Barbara Park,Book,1,10,0,0,10,0.5,10.5
The Copy Editing And Headline Handbook,Barbara Ellis;,Book,1,1,0,0,1,0.05,1.05
A Promised Land - Hardcover,Barack Obama;,Book,1,35,0,0,35,1.75,36.75
The Fountainhead,Ayn Rand;,Book,1,18,0,0,18,0.9,18.9
Insects ; How It Works,AWARD; Gerald Legg;,Book,1,28,0,0,28,1.4,29.4
The God of Small Things,Arundhati Roy;,Book,1,25,0,0,25,1.25,26.25
The Ministry of Utmost Happiness,Arundhati Roy;,Book,1,27.99,-1.42,0,26.57,1.33,27.9
The God of Small Things,Arundhati Roy,Book,1,20,0,0,20,1,21
The Threat of Thanos (Marvel Avengers)- [Hardcover],Arie Kaplan;,Book,1,13,-1.15,0,11.85,0.59,12.44
The White Tiger,Aravind Adiga;,Book,1,25,0,0,25,1.25,26.25
Indian Nocturne,Antonio Tabucchi,Book,1,20,0,0,20,1,21
Alex Rider - Skeleton Key,Anthony Horowitz;,Book,1,15,0,0,15,0.75,15.75
Alex Rider 01. Stormbreaker,Anthony Horowitz;,Book,1,20,0,0,20,1,21
Eagle Strike (Alex Rider),Anthony Horowitz,Book,1,18,0,0,18,0.9,18.9
All The Light We Cannot See,Anthony Doerr;,Book,2,48,0,0,48,2.4,50.4
All the Light We Cannot See,Anthony Doerr,Book,1,25,0,0,25,1.25,26.25
How the World Works: Mathematics,Anne Rooney;,Book,-1,0,0,-23,-23,-1.15,-24.15
Black Beauty (HarperCollins Children's Classics),Anna Sewell;,Book,1,23,0,0,23,1.15,24.15
The Dinosaur,Anna Milbourne; Mandy Field;,Book,1,18,0,0,18,0.9,18.9
The Dutch House,Ann Patchett;,Book,1,50,0,-25,25,1.25,26.25
The Loney,Andrew Michael Hurley;,Book,1,20,0,0,20,1,21
Millionaire Expat,Andrew Hallam,Book,1,35,0,0,35,1.75,36.75
Kerry and the Knight of the Forest- [Hardcover],Andi Watson;,Book,1,25,0,0,25,1.25,26.25
Tinkle Digest No.263 & 278,Anant Pai,Book,1,13.99,-1.31,0,12.68,0.64,13.32
Tinkle Digest No.281 & 9,Anant Pai,Book,1,14,-1.3,0,12.7,0.63,13.33
Tinkle Double Digest No. 2,Anant Pai,Book,1,9.99,-0.94,0,9.05,0.46,9.51
A Spy In The House Of Love,Anais Nin;,Book,2,32,0,0,32,1.6,33.6
King of Greed (Book 3),Ana Huang;,Book,1,41,0,0,41,2.05,43.05
King of Wrath (Book 1),Ana Huang;,Book,1,41,0,0,41,2.05,43.05
The Striker,Ana Huang;,Book,1,38,0,0,38,1.9,39.9
Twisted #1 : Twisted Love,Ana Huang;,Book,1,25,0,0,25,1.25,26.25
My First I Can Draw Cool and Awesome,Amy Boxshall;,Book,1,14.99,-0.68,0,14.31,0.72,15.03
The Oxford Book of Urdu Short Stories,Amina Azfar;,Book,0,15,0,-15,0,0,0
Puppy Makes Mischief (Hardcover),Amelia Gatacre,Book,1,20,0,0,20,1,21
Tinkle Double Digest No. 90,Amar Chitra Katha Pvt Ltd;,Book,1,10,-0.93,0,9.07,0.45,9.52
Tinkle Double Digest No.2,Amar Chitra Katha Pvt Ltd,Book,1,10,-0.93,0,9.07,0.45,9.52
"Goodnight, Little Panda",Amanda Wood;,Book,1,20,-1,0,19,0.95,19.95
Le pacte magique,Alyssa Colman;,Book,1,25,0,0,25,1.25,26.25
Amazing Dinosaur Discovery- [Hardcover],Alligator Books Limited;,Book,1,25,0,0,25,1.25,26.25
Shiver,Allie Reynolds;,Book,1,27.99,-2.2,0,25.79,1.29,27.08
The Four Cycles,Alicia Hartwell,Book,-1,0,0,-4,-4,-0.2,-4.2
Dua Booklet - For Every Muslim,Ali Khawaja;,Book,3,54,-1.59,0,52.41,2.62,55.03
Understanding ADHD: A Short Guide for Loved Ones,Ali Khawaja;,Book,2,56,-2.71,0,53.29,2.66,55.95
The Three Musketeers (Hardcover),Alexandre Dumas;,Book,1,13,-0.49,0,12.51,0.62,13.13
To Kill a Kingdom,Alexandra Christo;,Book,1,24.99,-1.04,0,23.95,1.2,25.15
How Business Works- [Hardcover],Alexandra Black;,Book,1,49,0,0,49,2.45,51.45
My Italian Bulldozer,Alexander McCall Smith;,Book,1,20,0,0,20,1,21
The Silent Patient,Alex Michaelides;,Book,1,28,0,0,28,1.4,29.4
The Silent Patient,Alex Michaelides,Book,3,81,0,0,81,4.05,85.05
An Invisible Sign of My Own (Hardcover),Aimee Bender;,Book,1,28,0,0,28,1.4,29.4
Bunia kontra fakir (Hardcover),Agnieszka Stelmaszyk;,Book,1,21,0,0,21,1.05,22.05
And Then There Were None,AGATHA CHRISTIE;,Book,1,23,0,0,23,1.15,24.15
Crooked House,Agatha Christie;,Book,1,15,-0.78,0,14.22,0.71,14.93
Destination Unknown,Agatha Christie;,Book,1,15,-0.77,0,14.23,0.71,14.94
Hickory Dickory Dock,Agatha Christie;,Book,1,18,-0.94,0,17.06,0.85,17.91
Nemesis,Agatha Christie;,Book,1,22,-1.15,0,20.85,1.04,21.89
The Clocks,Agatha Christie;,Book,1,24.99,-1.29,0,23.7,1.19,24.89
The Hound of Death,Agatha Christie;,Book,1,22,-1.14,0,20.86,1.04,21.9
Almost Single,Advaita Kala,Book,1,15,0,0,15,0.75,15.75
This Is Going To Hurt: Secret Diaries Of A Junior Doctor,Adam Kay,Book,1,36,0,0,36,1.8,37.8
1 Page at a Time: A Daily Creative Companion,Adam J. Kurtz,Book,1,25,0,0,25,1.25,26.25
Poor Economics,Abhijit Banerjee; Esther Duflo;,Book,1,28,0,0,28,1.4,29.4
The Bad Guys #18,Aaron Blabey;,Book,1,22.99,-0.69,0,22.3,1.12,23.42
The Bad Guys in the Baddest Day Ever (10),Aaron Blabey;,Book,1,19,0,0,19,0.95,19.95
The Bad Guys in the Big Bad Wolf (9),Aaron Blabey;,Book,1,19,-0.57,0,18.43,0.92,19.35
The Woman in the Window,A. J. Finn,Book,1,23,0,0,23,1.15,24.15